[Tick #0] Attacker: [3]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #86] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #87] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #88] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #89] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #90] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #91] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #92] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #93] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #94] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #95] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #96] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #97] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #98] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [2]; Defender #3: [-1]; 
[Tick #99] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [2]; Defender #3: [-1]; 
[Tick #100] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #101] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #102] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [2]; Defender #3: [1]; 
[Tick #103] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [2]; Defender #3: [1]; 
[Tick #104] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [2]; Defender #3: [1]; 
[Tick #105] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [2]; Defender #3: [1]; 
[Tick #106] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [2]; Defender #3: [1]; 
[Tick #107] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [2]; Defender #3: [1]; 
[Tick #108] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [2]; Defender #3: [1]; 
[Tick #109] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [2]; Defender #3: [1]; 
[Tick #110] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [3]; Defender #3: [1]; 
[Tick #111] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [3]; Defender #3: [1]; 
[Tick #112] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [3]; Defender #3: [1]; 
[Tick #113] Attacker: [0]; Defender #0: [3]; Defender #1: [0]; Defender #2: [3]; Defender #3: [1]; 
[Tick #114] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #115] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #116] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #117] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #118] Attacker: [3]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #119] Attacker: [3]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #120] Attacker: [3]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #121] Attacker: [3]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #122] Attacker: [3]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #123] Attacker: [3]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #124] Attacker: [3]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #125] Attacker: [3]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #126] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #127] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #128] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #129] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #130] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #131] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #132] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #133] Attacker: [2]; Defender #0: [0]; Defender #1: [1]; Defender #2: [2]; Defender #3: [1]; 
[Tick #134] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #135] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #136] Attacker: [0]; Defender #0: [1]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #137] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #138] Attacker: [0]; Defender #0: [1]; Defender #1: [1]; Defender #2: [3]; Defender #3: [1]; 
[Tick #139] Attacker: [2]; Defender #0: [1]; Defender #1: [0]; Defender #2: [3]; Defender #3: [1]; 
[Tick #140] Attacker: [0]; Defender #0: [1]; Defender #1: [0]; Defender #2: [3]; Defender #3: [1]; 
[Tick #141] Attacker: [2]; Defender #0: [1]; Defender #1: [0]; Defender #2: [3]; Defender #3: [1]; 
[Tick #142] Attacker: [0]; Defender #0: [1]; Defender #1: [0]; Defender #2: [3]; Defender #3: [2]; 
[Tick #143] Attacker: [2]; Defender #0: [0]; Defender #1: [0]; Defender #2: [3]; Defender #3: [2]; 
[Tick #144] Attacker: [0]; Defender #0: [0]; Defender #1: [0]; Defender #2: [3]; Defender #3: [2]; 
[Tick #145] Attacker: [2]; Defender #0: [0]; Defender #1: [0]; Defender #2: [3]; Defender #3: [2]; 
[Tick #146] Attacker: [0]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #147] Attacker: [2]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #148] Attacker: [0]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #149] Attacker: [2]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #150] Attacker: [0]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #151] Attacker: [2]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #152] Attacker: [0]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #153] Attacker: [2]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #154] Attacker: [0]; Defender #0: [0]; Defender #1: [0]; Defender #2: [2]; Defender #3: [2]; 
[Tick #155] Attacker: [2]; Defender #0: [3]; Defender #1: [3]; Defender #2: [2]; Defender #3: [2]; 
[Tick #156] Attacker: [0]; Defender #0: [3]; Defender #1: [3]; Defender #2: [2]; Defender #3: [2]; 
[Tick #157] Attacker: [2]; Defender #0: [3]; Defender #1: [3]; Defender #2: [2]; Defender #3: [2]; 
[Tick #158] Attacker: [0]; Defender #0: [3]; Defender #1: [3]; Defender #2: [2]; Defender #3: [2]; 
[Tick #159] Attacker: [2]; Defender #0: [3]; Defender #1: [3]; Defender #2: [2]; Defender #3: [2]; 
[Tick #160] Attacker: [0]; Defender #0: [3]; Defender #1: [3]; Defender #2: [2]; Defender #3: [2]; 
[Tick #161] Attacker: [0]; Defender #0: [3]; Defender #1: [3]; Defender #2: [2]; Defender #3: [2]; 
[Tick #162] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #163] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #164] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #165] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #166] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #167] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #168] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #169] Attacker: [2]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #170] Attacker: [1]; Defender #0: [1]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #171] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #172] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #173] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #174] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #175] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #176] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #177] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #178] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #179] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #180] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #181] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #182] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #183] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #184] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #185] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #186] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #187] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #188] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #189] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #190] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #191] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #192] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #193] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #194] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #195] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #196] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #197] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #198] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #199] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #200] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #201] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #202] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #203] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #204] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #205] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #206] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #207] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #208] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #209] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #210] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #211] Attacker: [0]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #212] Attacker: [0]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #213] Attacker: [0]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #214] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #215] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #216] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #217] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #218] Attacker: [1]; Defender #0: [2]; Defender #1: [-1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #219] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #220] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #221] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #222] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #223] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #224] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #225] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #226] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #227] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #228] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #229] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #230] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #231] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #232] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
[Tick #233] Attacker: [1]; Defender #0: [2]; Defender #1: [1]; Defender #2: [0]; Defender #3: [0]; 
